MlsNumber,PublicRemarks,Bathrooms,Bedrooms,InteriorSize,Type,Ammenities,Address,Longitude,Latitude,PostalCode,NeighbourHood,Price,PropertyType,ParkingSpace,OwnershipType,Appliances,FlooringType,BasementType,HeatingType,LandSize,AmmenitiesNearBy,PropertyTax,ZoningDescription,LowResPhoto
"W5164677","Stunning 1 +Den! 2 Bathrooms! Fantastic South Unobstructed View Of The City And Cn Tower! All Laminate Flooring! Many Upgrades. 745 Sq. Ft + Balcony! Extra Large Den Can Be Used As 2nd Bedroom! Powder Room For Your Guests! Upgraded Appliances! B/I Closet Organizers! Granite/Marble Counter-Tops.  Freshly Painted! Super Large Living/Dining Area! Right At Sheppard Ave West Subway Station! Minutes From Hwy, Yorkdale, Coffee Shops, Groceries And More! 1 Parking!**** EXTRAS **** S/S Fridge, S/S Stove, S/S Microwave-Hood-Fan, S/S Dishwasher, Full Size Washer And Dryer! All Electrical Fixtures, All B/I Closet Organizers. Optional: Bedroom Wardrobe, White Cupboard In Dining Rm, Fire Place/Tv Stand. (28138202)","2","1 + 1",,"Apartment","Security/Concierge, Party Room, Exercise Centre","#708 -1070 SHEPPARD AVE W|Toronto, Ontario M3J0G8","-79.465027","43.7505992","M3J0G8","York University Heights","$559,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$2,138.17",,"https://cdn.realtor.ca/listing/TS637522235094500000/reb82/highres/7/w5164677_1.jpg"
"C5165229","Fabulous & Engaging 3 Bdrm 1-1/2 Bath Beauty In A Boutique Low Rise Bldg In A Natural Setting In Victoria Village*Over 1,000Sf Of Living Space* Bright And Spacious Living & Dining W/ Walk Out To Large Balcony* Huge Master Bdrm W/ 2-Pc Ensuite & Walk-In Closet*Amazing Value For Where Can You Find This Size Of A Unit At This Price In A Super Location In Toronto.**** EXTRAS **** Ss Fridge, Stove, Dw, Washer/Dryer, All Elec Light Fixt. & Window Cvrgs*Nearest Stairwell To Unit Leads To Bus Stop On Vic Park*Steps To Ttc, Eglinton Square, School, Shopping, Parks, Future Lrt*Mins To Dvp & 401& Downtown Core. (28138382)","2","3",,"Apartment","Storage - Locker, Sauna, Recreation Centre","#219 -10 SUNRISE AVE|Toronto, Ontario M4A2R1","-79.3014378","43.7207247","M4A2R1","Victoria Village","$548,800 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit, Schools","$1,469.28",,"https://cdn.realtor.ca/listing/TS637521967138000000/reb82/highres/9/c5165229_1.jpg"
"C5165217","Very Bright And Spacious 1260 Sq Ft 2Br  W/Amazing Unobstructed View In Prestigious Primrose. Master W/3Pc Bath And Two Mirrored Closets.Large Laundry Rm W/Storage. One Parking, One Locker. Everything Include In Maint Fee. Luxury Rec Facilities: 24 Hr Security, Two Tennis Courts, Swimming Pool, Sauna, Jacuzzi, Party Rm And Much Moore...Close To All Amenities, Subway,5 Min From 401.**** EXTRAS **** Fridge.Stove,B/I Dishwasher, Washer And Dryer. All Electrical Light Fixtures, All Window Coverings. One Parking, One Locker. (28138367)","2","2 + 1",,"Apartment","Storage - Locker, Sauna, Security/Concierge, Exercise Centre, Recreation Centre","#207 -1121 STEELES AVE W|Toronto, Ontario M2R3W7","-79.4496418","43.7901031","M2R3W7","Westminster-Branson","$529,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit","$1,967.02",,"https://cdn.realtor.ca/listing/TS637521967117230000/reb82/highres/7/c5165217_1.jpg"
"C5164679","Welcome To The Prestigious Neighbourhood Of Bayview Village** This 1 Bed Plus Den Includes 2 Full Baths And Extra Large Covered Balcony** Short Walk To Subway, Bayview Village, Groceries At Loblaws And Pusateri And Parks** Includes 24 Concierge So Mail /Deliveries Are Never Missed** Parking Spot Is Close To Building Entrance** Front Door Of Condo Is Away From Elevator** Amenities Include Indoor Pool, Bbq Terrace, Gym & Sauna, Party & Billiard Room, Library.**** EXTRAS **** Includes Fridge, Stove, B/I Dishwasher, Washer/Dryer, All Existing Window Coverings, Electrical Light Fixtures. Includes 1 Parking Spot And 1 Locker. Close To 401 & 404/Dvp, Ymca And Hospital. Excludes: Tv Bracket And Wine Rack. (28137738)","2","1 + 1",,"Apartment","Storage - Locker, Party Room, Security/Concierge, Exercise Centre","#803 -8 REAN DR|Toronto, Ontario M2K3B9","-79.3829416","43.765965","M2K3B9","Bayview Village","$598,888 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Park, Public Transit","$1,907.06",,"https://cdn.realtor.ca/listing/TS637521966697730000/reb82/highres/9/c5164679_1.jpg"
"C5164523","Gorgeously Renovated Open Concept 2 Bedroom (Original 1+Den Conversion) Condo, High Quality Laminate Floors T/Out, Renovated Bath With Deep Soaker Tub, Open Concept Kitchen With Quartz Countertop, S/S Appliances, Pot Lights, Beautiful Centre Island With Barstools, Earth-Tone, Designer Colours, W/Out To Open Balcony - Unobstructed, Fantastic View. Absolute Move In Ready! Maint. Fee Includes All Utilities. On Sheppard Ttc Line**** EXTRAS **** Building Has Convenience Store And Direct Access To North York's Largest, Fully Equipped Rec Centre.  Incl: Aelf, Fridge, Stove, B/I Dish Washer, Washer, Dryer, Block Out Blind In Bedroom, Two Barstools In Kitchen. Excl: Curtains And Rods. (28137554)","1","2",,"Apartment","Car Wash, Party Room, Exercise Centre","#1804 -5 OLD SHEPPARD AVE|Toronto, Ontario M2J4K3","-79.336843","43.7772653","M2J4K3","Pleasant View","$449,900 ","Single Family","1","Condominium/Strata",,,,,,,"$1,445.28",,"https://cdn.realtor.ca/listing/TS637521966562670000/reb82/highres/3/c5164523_1.jpg"
"C5164454","Welcome To Meridian 2 By Tridel. Wake Up Cheerful In This Warm, Sun-Filled East Facing Unit. An Immaculate & Stunning 2 Bedroom, 2 Bathroom Condo With Exceptional Outdoor Terrace. Convenient 2nd Level Parking & Locker! A Functional Layout With No Wasted Space. Principal Bedroom Has Ensuite & Walk-In Closet. Building Amenities Include Indoor Pool, Gym, Concierge, Guest Suites & More. Minutes To Ttc/Subway, Grocery, Pharmacy, Parks, & Highway 401! A Must See.**** EXTRAS **** See Video Tour! Existing Fridge, Stove, B/I Dishwasher, B/I Range Hood, Stacked Washer/Dryer, All Elfs, All Window Coverings. (28134758)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre","#325 -25 GREENVIEW AVE|Toronto, Ontario M2M0A5","-79.4185369","43.7804034","M2M0A5","Newtonbrook West","$599,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit, Schools","$2,572.73",,"https://cdn.realtor.ca/listing/TS637522223404930000/reb82/highres/4/c5164454_1.jpg"
"C5164464","Larger 1+Den 639 Sf Den 9'X 8' Can Be Second Bedroom, Awesome Unobstructed South City View! 9-Ft Ceiling.Open Concept Granite Kitchen Countertop, Stainless Steel Appliances & Lots Cabinets,24-Hr Concierge Fab Facilities: Indoor Pool, Gym, Terrace Bbq, Theatre, Party Rm, Quick Access To Subway, Minutes To Highway 401/404, Steps To Fairview Mall , Near Supermkt, Library. Step Don Mills Subway Station.**** EXTRAS **** New Painting Brand New Carpet In Bedroom One Parking, Stainless Steel Fridge + Stove + Dishwasher + Microwave Oven With Exhaust, Washer, Dryer, Window Coverings (28134772)","1","1 + 1",,"Apartment","Security/Concierge, Party Room, Exercise Centre","#1109 -66 FOREST MANOR RD|Toronto, Ontario M2J1M6","-79.3460878","43.7743307","M2J1M6","Henry Farm","$488,800 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Public Transit, Schools","$1,886.72",,"https://cdn.realtor.ca/listing/TS637521706854970000/reb82/highres/4/c5164464_1.jpg"
"W5164030","***Treviso Ii Amazing Bright And Open Concept Layout***Ready For You To Move In And Enjoy. With A Beautiful Neutral Decor,This High Demand Floorplan Will Give You Everything You Need With Space And Functionality. Quiet Neighbors, A Nice Open Balcony To Sit And Watch The City On Those Nice Fall Evenings. This Luxury Complex Is One Of A Kind With So Many Fantastic Amenities Including Pool,Hot Tub,Exercise Room,Theatre,Billiards Room,24 Hour Concierge And More.**** EXTRAS **** Incl Stainless Steel Appliances (Fridge, Stove, Bi D/W And Microwave),Washer, Dryer, Window Coverings, All Electrical Light Fixtures, Parking, Close Walk To The Ttc Subway, Yorkdale, Parks, Trails, Schools And Restaurants (28133015)","1","1 + 1",,"Apartment",,"#1506 -830 LAWRENCE AVE W|Toronto, Ontario M6A1C3","-79.4542277","43.7149971","M6A1C3","Yorkdale-Glen Park","$529,888 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$2,070.73",,"https://cdn.realtor.ca/listing/TS637521191543100000/reb82/highres/0/w5164030_1.jpg"
"C5163751","Beautifully High- End Fully Renovated Top To Bottom, To Its Best. Modern, Bright & Spacious Over 1100 Sq Ft, Spacious Open Concept Kitchen. The Best & Largest Unit In The Building. Brand New Washrooms, White Kitchen W/ Custom Cabinetry, Quartz Counter Top Including Island, Under Mount Sink. Pot Lights & Vinyl Floor Throughout. En Suite Laundry Room W/ Storage.**** EXTRAS **** New Samsung S/S Dishwasher. Ss Fridge, Stove. Washer/Dryer. Open Balcony W/Spectacular View. Exclusive Parking & Locker. All The Utilities Included In Maintenance Fees. Brand New Balcony Sliding Door, Close To All Amenities. (28132383)","2","3",,"Apartment","Storage - Locker","#1710 -5 VICORA LINK WAY|Toronto, Ontario M3C1A6","-79.3241549","43.7116245","M3C1A6","Flemingdon Park","$499,900 ","Single Family","1","Condominium/Strata",,,,"Baseboard heaters (Electric)",,,"$1,335",,"https://cdn.realtor.ca/listing/TS637521189156530000/reb82/highres/1/c5163751_1.jpg"
"C5163927","Concord Park Place Tango 2 Stunning 1 Br+Den 693 Sq.Ft. + 45 Sq.Ft. Balcony ,Freshly Painted!** Unobstructed View ** Den Is Large Enough As A Bedroom ** Open Concept Floor  Plan W/Floor To Ceiling Windows. Great Location W/Subway & T.T.C. Within Walking Distance ** 24Hrs Concierge, Shopping Amenities & Bank At Door ** Walk To Canadian Tire, Ikea, Park, Easy Access To Hwy 401.**** EXTRAS **** Fridge, Stove, Sakura Exhaust Fan, Dishwasher, Microwave, Stackable Washer & Dryer, All Window Coverings, All Elfs. (28132597)","1","1 + 1",,"Apartment","Security/Concierge, Party Room, Exercise Centre","#909 -72 ESTHER SHINER BLVD|Toronto, Ontario M2K2X9","-79.3713901","43.7683774","M2K2X9","Bayview Village","$535,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Public Transit","$2,254.88",,
"C5163290","Unit Fully Renovated W/ New Kitchen Cabinet, Induction Range, Range Hood, Fridge & Engineer Hardware Floors (All Rooms). Kitchen Has Marble Backsplash. Washroom W/ Floor To Wall Marble Tiles. Granite Floor Entrance. Close To Costco, Shoppers Drug Mart, Sunny Supermarket (Chinese Grocery Store), Ontario Science Centre, Shops At Don Mills, & Eglinton Lrt Station (Opening 2022). Community Is Home To Marc Garneau Collegiate (Offers The Prestigious Tops Program)**** EXTRAS **** Fridge, Stove, Window A/C All In As-Is Condition. Parking And Locker. (28130098)","1","2",,"Apartment","Storage - Locker, Party Room, Sauna, Security/Concierge, Exercise Centre","#803 -735 DON MILLS RD|Toronto, Ontario M3C1S9","-79.3342296306229","43.7116645776035","M3C1S9","Flemingdon Park","$528,000 ","Single Family","1","Condominium/Strata",,,,"Baseboard heaters (Electric)",,"Park, Public Transit, Schools","$1,133.44",,"https://cdn.realtor.ca/listing/TS637521056107330000/reb82/highres/0/c5163290_1.jpg"
"C5163086","Amazing Large Corner Unit (780 Sq.Ft.) At Broadway I By Award-Winning Developer Menkes. 2 Spacious Bedrooms (Split)& A Renovated Kitchen With Stone Counters And Stainless Steel Appliances! Excellent And Practical Layout With Wood Flooring Throughout. One Parking One Locker Included. Direct Underground Access To Sheppard Subway Station, Steps To Theater, Library, City Hall, Loblaws And Much More!**** EXTRAS **** Existing: Fridge, Stove, B/I Dishwasher, Stacked Washer & Dryer, Elf's And Window Coverings. (28129846)","1","2",,"Apartment","Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre","#910 -153 BEECROFT RD|Toronto, Ontario M2N7C5","-79.4141563","43.765462","M2N7C5","Lansing-Westgate","$549,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Public Transit, Schools","$2,206.91",,"https://cdn.realtor.ca/listing/TS637523755432300000/reb82/highres/6/c5163086_1.jpg"
"C5163020","Luxurious Condo At The Heart Of North York. Open Concept 1 Bed + Den With Open Balcony. Unobstructed Views! Luxury Amenities: Pool W/Waterfall, Steam Rm & Outdoor Terrace W/Bbq, Directly Beside Finch Subway, Ttc And Go. Sought After Location.**** EXTRAS **** Granite Countertops, Stainless Steel Appliances: Fridge, Stove, Range Hood, B/I Dishwasher, Microwave. Washer & Dryer. Chandelier, All Existing Light Fixtures And Window Coverings. One Parking Included. (28129769)","1","1 + 1",,"Apartment","Security/Concierge, Party Room, Sauna, Exercise Centre","#610 -5740 YONGE ST|Toronto, Ontario M2M0B1","-79.4174221801758","43.7829873922933","M2M0B1","Newtonbrook West","$499,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Park, Public Transit, Schools","$1,823.10",,"https://cdn.realtor.ca/listing/TS637521056017900000/reb82/highres/0/c5163020_1.jpg"
"W5163384","Welcome To This Stunning One And Den On Mcadam! Walk Into This Spacious And Bright Suite With Modern Kitchen, And Enjoy The Functional Layout It Has To Offer. Large Den Can Be Used As Second Bedroom. Recessed Lights In Living Room And Bedroom. Sit On Your Balcony And Bask In The Morning Sunrise And Views Of The Cn Tower. Close Proximity To Yorkdale Subway, Yorkdale Go Terminal, Yorkdale Mall, Major Highways, Costco, Sheppard/Young, Eglinton, Yonge .**** EXTRAS **** Comes With Owned Parking And Locker. Inclusions: Fridge, Microwave, Stove, Stacked Washer/Dryer, Dishwasher. (28130661)","1","1 + 1",,"Apartment","Storage - Locker, Party Room, Security/Concierge","#602 -16 MCADAM AVE|Toronto, Ontario M6A1S5","-79.4571161","43.7229171","M6A1S5","Yorkdale-Glen Park","$498,888 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Park, Public Transit, Schools","$1,883.07",,"https://cdn.realtor.ca/listing/TS637521059174330000/reb82/highres/4/w5163384_1.jpg"
"C5163112","This Lovely Bright And Spacious 2 Bedroom, 2 Bathroom Condo Has A Large Living/Dinging Room, Huge Kitchen W/Large Breakfast Area. Walk Out From Both Bedrooms To The Very Large Balcony Which Has Unobstructed South Views For Miles! Perfectly Located Close To Shopping, Restaurants & Public Transit!  Parking And Locker Included.**** EXTRAS **** Fridge, Stove, Microwave, Dishwasher, Washer And Dryer. All Elf's All Blinds Condo Fees Include: Heat,Hydro,Water,Cable Tv, Plus 24Hr Gatehouse Security! **Currently Under Probate, See Probate Clause On Schedule """"C""""** (28129877)","2","2",,"Apartment","Storage - Locker, Exercise Centre","#1112 -1121 STEELES AVE W|Toronto, Ontario M2R3W7","-79.4496418","43.7901031","M2R3W7","Westminster-Branson","$599,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Park, Public Transit, Schools","$2,128.95",,"https://cdn.realtor.ca/listing/TS637521056042600000/reb82/highres/2/c5163112_1.jpg"
"C5163155","Spacious 2 Bedroom Plus Den Is Move In Ready. Kitchen & Bathroom - 2 Of The Major Renovations Already Done! Enjoy A Modern Kitchen With S/S Appliances, Quartz Countertop, & Backsplash. Ensuite Washing Machine. Lots Of Storage Space And A W/I Closet In The Master Bedroom. Unobstructed West Facing Views With Plenty Of Sunlight. Few Mins Drive To Dvp! Close To All Amenities Including Schools, Transit, Parks, Shopping, And More! Great Location Close To Future Lrt**** EXTRAS **** Fridge, Stove, Washer, Range Hood, Plus Exclusive 1 Parking & 1 Locker. Status Certificate Is Available Upon Request. Low Maintenance Fees Include All Utilities. (28129934)","1","2 + 1",,"Apartment","Storage - Locker, Party Room, Sauna, Exercise Centre","#418 -10 EDGECLIFF GFWY|Toronto, Ontario M3C3A3","-79.3264436","43.7191702","M3C3A3","Flemingdon Park","$449,000 ","Single Family","1","Condominium/Strata",,,,"Forced air",,,"$1,226",,"https://cdn.realtor.ca/listing/TS637521056062900000/reb82/highres/5/c5163155_1.jpg"
"C5163294","Bright And Spacious 2 Bed + Den, Huge W/I Pantry/Laundry Room. Close To Fairview Mall, Don Mills Subway, Community Centre, Schools, Park, Dvp/404/401**** EXTRAS **** Washer, Dryer, Stove, Hood Fan, Microwave, 2 Fridges, Elfs & Window Coverings. All Appliances In Unit Sold """"As Is"""" Condition. *Exclude: Kimchi Fridge (Dimche). (28130104)","1","3 + 1",,"Apartment","Security/Concierge, Exercise Centre","#1810 -5 PARKWAY FOREST DR|Toronto, Ontario M2J1L2","-79.3457636","43.7687546","M2J1L2","Henry Farm","$479,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Electric)",,,"$1,331.34",,"https://cdn.realtor.ca/listing/TS637521056110400000/reb82/highres/4/c5163294_1.jpg"
"C5162721","Soak Up The Views On A Daily Basis When You Call This Your Home!!! Over 700 Sq.Ft Corner Condo Unit & An Open Balcony, Den, Parking, Locker And As Mentioned Phenomenal Views From The 31st Floor!!!  Morning Coffee Will Never Be The Same! Simple Decor Goes A Long Way & Allows You To Make A Statement On Your Own. Walking Distance To Fairview Mall, Don Mills Subway, Restaurants And More; Free Scheduled Shuttle Service To The Subway Station Right From Your Lobby!**** EXTRAS **** All Electrical Light Fixtures; All Blinds; Stainless Steel Fridge, Stove, Built-In Microwave/Exhaust Unit And Built-In Dishwasher; Stackable Washer And Dryer; 2 Heat Pumps. Exclude:All Curtain Rods (28127514)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre","#3102 -275 YORKLAND RD|Toronto, Ontario M2J0A7","-79.3369183","43.7747643","M2J0A7","Henry Farm","$589,900 ","Single Family","1","Condominium/Strata",,,,"Heat Pump (Natural gas)",,"Hospital, Park, Public Transit, Schools","$1,955.04",,"https://cdn.realtor.ca/listing/TS637520842109370000/reb82/highres/1/c5162721_1.jpg"
"C5162563","Luxurious And Convenient Lifestyle By Menkes.Many Upgrades Additional Island With Granite Counter Top & Modern Backsplash. High End Ss Appliances. Great Layout. Den Can Be Used As Second Bedroom. Best  Location In North York. Wonderful Amenities. Minutes To Subway Lines  & Shopping Centre. Amazing & Unobstructed View. Wear The Mask And Gloves.**** EXTRAS **** Ss Appliances: Fridge, Oven, B/I Dishwater, Microwave. Washer/Dryer . All Light Fixtures & Windows Covering (28127316)","1","1 + 1",,"Apartment","Storage - Locker, Party Room, Exercise Centre, Recreation Centre","#2310 -17 ANNDALE DR|Toronto, Ontario M2N2W7","-79.4078925","43.7601352","M2N2W7","Willowdale East","$589,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit, Schools","$2,506.76",,"https://cdn.realtor.ca/listing/TS637520839584570000/reb82/highres/3/c5162563_1.jpg"
"C5162685","Just Renovated! Brand New Flooring, Wall Freshly Painted! Very Convenient Location! Underground Access To Subway, Close To All Amenities, Great Facilities Including Indoor Swimming Pool, 24 Hr. Concierge, Bright & Spacious, Immediate Occupancy!**** EXTRAS **** 1 Parking Spot Included (B-76), Fridge, Stove, B/I Dishwasher, Washer, Dryer, Blinds, Elfs (28127465)","1","1 + 1",,"Apartment",,"#2215 -4978 YONGE ST|Toronto, Ontario M2N7G8","-79.4125523","43.7656878","M2N7G8","Lansing-Westgate","$588,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$1,925.05",,"https://cdn.realtor.ca/listing/TS637520839621700000/reb82/highres/5/c5162685_1.jpg"
"C5162728","Bright & Sunny Newly Renovated South Facing Unit - 2 Split Bedrooms 2 Full Bathrooms, 2 Walk-Outs To Balcony. Brand New Laminate Flooring Throughout, Large Kitchen W/New Quartz Counters, Backsplash, Breakfast Bar. Open Concept Living&Dining Area W/Walkout To Balcony. Freshly Painted. Glass Shower, New Tiling In Bath & Kitchen. 1 Parking & 1 Locker. Amazing Location: Steps To Subway, Transit, Parks, School, Yorkdale Mall, All Major Hwys & More! Do Not Miss Out**** EXTRAS **** Existing: Fridge, Stove, Dishwasher, Hood Fan, Washer & Dryer. Light Fixtures, Window Coverings. 1 Parking & 1 Storage Locker. Great Amenities: Rooftop Garden With Bbq's, Exercise Room/Gym, Sauna, Party Room, Security, Visitor Parking. (28127523)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Sauna","#206 -1030 SHEPPARD AVE W|Toronto, Ontario M3H6C1","-79.460764","43.7510542","M3H6C1","Bathurst Manor","$589,727 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Park, Public Transit, Schools","$2,033",,"https://cdn.realtor.ca/listing/TS637520903728200000/reb82/highres/8/c5162728_1.jpg"
"C5162173","Connect Condos, Bright, Next To Fairview Mall, Convenience To All, Easy Access To 401/404Dvp, & Don Mills Rd, Sheppard Ave, At Your Door Steps, Minutes To Library, Subway Station, Will Save You Tons Of Time In Your Daily Routine, Urban Amenities Outside Patio, Wifi Lounge, Games Room, Meet The Needs Of Young Professionals.**** EXTRAS **** Stainless Steel Fridge, Stove, Microwave, And B/I Dishwasher, Washer & Dryer, All Existing Light Fixture, All Existing Window Coverings. Parking And Locker Included. (28125441)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre","#1004 -128 FAIRVIEW MALL DR|Toronto, Ontario M2J2Z1","-79.3450563","43.7800671","M2J2Z1","Don Valley Village","$499,900 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Park, Public Transit, Schools","$1,811",,"https://cdn.realtor.ca/listing/TS637520324895400000/reb82/highres/3/c5162173_1.jpg"
"C5162370","Ny Place - The Daniels Award Winning Ny Community. Conveniently Located Across From Bayview Subway Station. Great Layout 1 Bdrm. Plus Den West Facing, Soaring 9 Foot Ceilings. Granite Counter, Stainless Steel Appliances, Parking And Locker Included. Steps To Bayview Village, Ymca, And More.**** EXTRAS **** Vertical Blinds, Fridge, Stove, Dishwasher, Washer, Dryer. (28125675)","1","1 + 1",,"Apartment","Storage - Locker","#408 -17 KENASTON GDNS|Toronto, Ontario M2K1G7","-79.3855352","43.7658409","M2K1G7","Bayview Village","$549,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$2,128.95",,"https://cdn.realtor.ca/listing/TS637520324960900000/reb82/highres/0/c5162370_1.jpg"
"C5162280","Tridel Built Luxury """"Trio At Atria"""". One Bedroom Plus One Den Unit. Modern Open Concept Kitchen. Laminate Flooring Throughout. Resort Style Amenities, Media Room, Yoga, Spinning Gym, Sauna, Meeting Room, Billard, Guest Room & Outdoor Terrace! Minutes Away Hwy 404 & 401, Fairview Mall And Don Mills Subway. Steps Away Transit, Shops, Schools, Restaurants!**** EXTRAS **** Stainless Steel Appliances: Fridge, Stove, Built-In Dishwasher, Stacked Washer & Dryer. Includes Parking. (28125568)","1","1 + 1",,"Apartment","Security/Concierge, Party Room, Sauna, Exercise Centre","#415 -50 ANN O'REILLY RD|Toronto, Ontario M2J0A8","-79.3300708","43.7747319","M2J0A8","Henry Farm","$561,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Public Transit, Schools","$1,901.06",,"https://cdn.realtor.ca/listing/TS637520324930770000/reb82/highres/0/c5162280_1.jpg"
"C5161403","Stunning 1B+1Den 2Bath Unit In Luxurious Condo,591 Sqft,  Extra Large Balcony, Great View. Prime Location! 9Ft Ceilings, Open Concept Kitchen With Ss Appls. Great Amenities, Swimming Pool, Hot Tub, Gym, Party, Screening, Karaoke, Games, And Arcade Rooms. & 24-Hr Security; Steps To Fairview Mall, Ttc, And Don Mills Subway Station. Minutes To Dvp/401/407, Seneca, 1 Min Walking To Public School, Day Care In The Building, Community Center, And Public Library.**** EXTRAS **** Stainless Steel Stove, Fridge, Microwave Range Hood, Dishwasher; Stackable White Washer And Dryer; Movable Centre Island, All Window Coverings, All Electrical Light Fixtures, One Parking And One Locker (28122716)","2","1 + 1",,"Apartment","Storage - Locker, Party Room, Security/Concierge, Exercise Centre, Recreation Centre","#1111 -50 FOREST MANOR RD|Toronto, Ontario M2J1M6","-79.3454116","43.7727155","M2J1M6","Henry Farm","$599,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Park, Public Transit, Schools","$2,033",,"https://cdn.realtor.ca/listing/TS637520181691000000/reb82/highres/3/c5161403_1.jpg"
"C5161682","Big And Spacious 10 1/2Ft Ceilings Throughout. Sun-Filled Open Concept Unit With Floor To Ceiling Windows. Laminate Flooring Throughout. Quartz Counter Top, Glass Backsplash. Walk Out To A Large Private Terrace. Close To All Amenities. Steps Away From Fairview Mall And Subway Station, 401/Dvp/404.**** EXTRAS **** Stainless Steel Fridge, Stove And Dishwasher. Washer & Dryer. All Existing Light Fixtures And Window Coverings. (28123063)","1","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre","#103 -150 FAIRVIEW MALL DR|Toronto, Ontario M2J0E7","-79.3444534","43.7800462","M2J0E7","Don Valley Village","$499,990 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,"Public Transit","$2,140.94",,"https://cdn.realtor.ca/listing/TS637521895195570000/reb82/highres/2/c5161682_1.jpg"
"C5161711","Very Bright & Spacious 1 Bdr + Den @ Desirable New York Towers. Preferred Layout W. Large Den (Can Be Used As 2nd Bdr)Approx. 740 Sqft. High Floor, Facing North W, Open View & Away From Traffic & Noise. 2 Bathrooms. Very Rare 2 Car Tandem Parking!!!Great Location, Steps To Bayview Village, Subway, Shopping, Ymca, Park..**** EXTRAS **** Stainless Steel(Fridge, Stove,B/I Dishwasher,Microwave), Front Loading Washer&Dryer, All Existing Elf's, All Existing Window Coverings. (28123103)","2","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre","#1602 -3 REAN DR|Toronto, Ontario M2K3C2","-79.3830543","43.7653823","M2K3C2","Bayview Village","$578,800 ","Single Family","2","Condominium/Strata",,,,"Forced air (Natural gas)",,"Hospital, Park, Public Transit, Schools","$2,033",,"https://cdn.realtor.ca/listing/TS637521748121530000/reb82/highres/1/c5161711_1.jpg"
"C5161327","Renovated 1+1 With 2 Bathroom , Location Location! Unobstructed City View. Modern Look Spacious Bright Open Concept. Very Rare To Find Two Washrooms And Huge Space. New Floors, New Light Fixtures, New Paint, New Cabinet Doors, Granite Counter Top And Island. Steps To Subway&Ttc. Amazing Amenities Including Pet Spa, Basketball Court, Card & Game Room, Theater Room, Gym & Yoga. Easy Access To Hwy 401, 404 Fairview Mall, Bayview Village Mall, Ikea, Canadian Tire**** EXTRAS **** Stainless Steel Fridge, Stove, B/I Dish Washer, Combined Bosch Washer And Dryer, Microwave, All Window Coverings, All Light Fixtures. --- More Amenities:  Pool Table, Indoor Kid's Play Area, Convenience Store Next To The Lobby. (28121092)","2","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre","#519 -19 SINGER CRT|Toronto, Ontario M2K0B2","-79.3697728","43.769027","M2K0B2","Bayview Village","$599,000 ","Single Family","1","Condominium/Strata",,,,"Forced air (Natural gas)",,,"$2,134.95",,"https://cdn.realtor.ca/listing/TS637523158272500000/reb82/highres/7/c5161327_1.jpg"
